Confidence Value,Gene Name Interactor A,Gene Name Interactor B
0.82,ESR1,SYNCRIP
0.77,ESR1,HNRNPA3
0.77,ESR1,JUP
0.83,ESR1,ATP5F1B
0.82,ESR1,RPSA
0.78,ESR1,DHX15
0.82,ESR1,NPM1
0.83,ESR1,EIF4G3
0.77,ESR1,KHDRBS1
0.83,ESR1,DHX30
0.85,ESR1,GSN
0.84,ESR1,EXOSC4
0.83,ESR1,RPL36
0.84,ESR1,MED4
0.85,ESR1,FLNA
0.83,ESR1,TBL2
0.83,ESR1,ACTN1
0.82,ESR1,RUVBL2
0.88,ESR1,ASF1A
0.84,ESR1,MRPS17
0.77,ESR1,THRAP3
0.84,ESR1,MRPS2
0.78,ESR1,FUS
0.85,ESR1,MYH9
0.78,ESR1,ACTC1
0.77,ESR1,ATAD3A
0.78,ESR1,RPL18
0.78,ESR1,BCLAF1
0.83,ESR1,LYAR
0.77,ESR1,FTSJ3
0.77,ESR1,RPL13
0.78,ESR1,PPP1CA
0.85,ESR1,SF1
0.82,ESR1,UNC45A
0.82,ESR1,RPS12
0.77,ESR1,RPS3A
0.84,ESR1,RRP12
0.84,ESR1,RPL37A
0.77,ESR1,HNRNPK
0.77,ESR1,HNRNPM
0.82,ESR1,MYH14
0.84,ESR1,ZC3HAV1
0.86,ESR1,DNM1L
0.82,ESR1,GNL2
0.77,ESR1,RPS2
0.85,ESR1,MYLK2
0.9,ESR1,HDAC1
0.78,ESR1,NAT10
0.84,ESR1,HDAC4
0.84,ESR1,SUMO1
0.78,ESR1,LCOR
0.82,ESR1,MSH6
0.86,ESR1,POLR2A
0.79,ESR1,CDKN1A
0.82,ESR1,RBBP6
0.83,ESR1,MBD2
0.82,ESR1,KAT2A
0.86,ESR1,MEN1
0.78,ESR1,MSH2
0.76,ESR1,BARD1
0.83,ESR1,KDM1A
0.79,ESR1,STUB1
0.84,ESR1,SRSF2
0.84,ESR1,THEM6
0.84,ESR1,MACROD1
0.82,ESR1,SNW1
0.86,ESR1,CBLL1
0.83,ESR1,TBL1XR1
0.87,ESR1,UIMC1
0.84,ESR1,EHMT2
0.82,ESR1,SIN3B
0.78,ESR1,ARID5A
0.86,ESR1,TAF2
0.8,ESR1,PFN1
0.78,ESR1,CBR1
0.83,ESR1,PHGDH
0.82,ESR1,TUBB3
0.85,ESR1,RACK1
0.82,ESR1,SEC22B
0.82,ESR1,HUWE1
0.82,ESR1,VAPA
0.82,ESR1,HIST2H3C
0.78,ESR1,PDIA3
0.82,ESR1,KRT15
0.78,ESR1,KRT8
0.78,ESR1,KRT10
0.78,ESR1,KRT19
0.78,ESR1,KRT18
0.78,ESR1,H3F3A
0.78,ESR1,HNRNPC
0.79,ESR1,HSPB1
0.83,ESR1,EIF3B
0.83,ESR1,EIF3F
0.82,ESR1,CAND1
0.78,ESR1,HIST1H2BG
0.82,ESR1,VPS45
0.82,ESR1,H2AFV
0.82,ESR1,EEF1G
0.78,ESR1,EEF2
0.82,ESR1,DYNC1H1
0.82,ESR1,FASN
0.82,ESR1,MARK2
0.82,ESR1,HYOU1
0.78,ESR1,ANP32B
0.83,ESR1,CCT7
0.82,ESR1,CCT4
0.82,ESR1,RAB10
0.83,ESR1,HSPH1
0.82,ESR1,PRDX3
0.82,ESR1,TMED2
0.83,ESR1,TMED10
0.83,ESR1,IMMT
0.78,ESR1,HSP90B1
0.82,ESR1,TPM1
0.82,ESR1,ACAD9
0.82,ESR1,YWHAE
0.83,ESR1,YWHAZ
0.78,ESR1,VCP
0.82,ESR1,VDAC3
0.85,ESR1,P4HB
0.82,ESR1,APEX1
0.82,ESR1,RAB1B
0.83,ESR1,CAD
0.82,ESR1,ATP2A2
0.82,ESR1,PFKP
0.82,ESR1,PFKL
0.82,ESR1,PRKAR2A
0.82,ESR1,PSMB2
0.83,ESR1,PSMC1
0.82,ESR1,PSMC6
0.82,ESR1,PSMD2
0.82,ESR1,ALDH18A1
0.82,ESR1,RCN2
0.82,ESR1,RAP1A
0.82,ESR1,CERS2
0.82,ESR1,RPS17
0.82,ESR1,RAP2C
0.83,ESR1,NME2
0.78,ESR1,SHMT2
0.82,ESR1,SLC3A2
0.83,ESR1,MCM5
0.82,ESR1,SSR3
0.82,ESR1,COX2
0.85,ESR1,MTHFD1
0.82,ESR1,NACA
0.82,ESR1,ABCF1
0.85,ESR1,RTCB
0.82,ESR1,DHX29
0.84,ESR1,EZH2
0.82,ESR1,CLIC1
0.82,ESR1,ESYT1
0.82,ESR1,SYNE1
0.82,ESR1,CFL1
0.82,ESR1,RRS1
0.85,ESR1,TUBA1C
0.82,ESR1,GSTM3
0.84,ESR1,MED27
0.84,ESR1,PQBP1
0.84,ESR1,GRWD1
0.79,ESR1,ALYREF
0.85,ESR1,SERBP1
0.84,ESR1,HDLBP
0.83,ESR1,POLR2I
0.84,ESR1,TOPBP1
0.78,ESR1,PRPF19
0.84,ESR1,EIF2S2
0.84,ESR1,PSPC1
0.78,ESR1,EIF5A
0.78,ESR1,DARS
0.84,ESR1,FARSA
0.85,ESR1,EPRS
0.78,ESR1,CCT2
0.84,ESR1,TCERG1
0.84,ESR1,SND1
0.84,ESR1,PA2G4
0.83,ESR1,POLR2H
0.79,ESR1,PPP2R1A
0.78,ESR1,PRKCSH
0.85,ESR1,PSMD1
0.83,ESR1,POLR2B
0.84,ESR1,SET
0.84,ESR1,NSF
0.85,ESR1,NONO
0.78,ESR1,SFPQ
0.85,ESR1,MARS
0.84,ESR1,NAP1L4
0.83,ESR1,POLR2E
0.83,ESR1,POLR2C
0.78,ESR1,LARS
0.84,ESR1,CIRBP
0.87,ESR1,TFAP2C
0.88,ESR1,GATA3
0.82,ESR1,KRT13
0.82,ESR1,COPG2
0.82,ESR1,TUBB6
0.82,ESR1,TTN
0.84,ESR1,FOXA1
0.82,ESR1,PLOD3
0.86,ESR1,STAT1
0.82,ESR1,KATNAL2
0.83,ESR1,PDIA6
0.82,ESR1,SLC25A6
0.82,ESR1,IMPDH2
0.82,ESR1,EIF6
0.82,ESR1,STOM
0.82,ESR1,PPP2CA
0.82,ESR1,PRR12
0.82,ESR1,SUPT6H
0.87,ESR1,FOXK2
0.82,ESR1,BCOR
0.82,ESR1,CHD6
0.82,ESR1,SUZ12
0.83,ESR1,CORO1C
0.82,ESR1,MPRIP
0.82,ESR1,NCAPD2
0.82,ESR1,CNDP1
0.83,ESR1,DNAJC9
0.82,ESR1,HSPA6
0.82,ESR1,DNAJB1
0.82,ESR1,NCAPD3
0.82,ESR1,SIGLEC10
0.82,ESR1,GBP1
0.82,ESR1,PGK2
0.82,ESR1,SMC4
0.87,ESR1,TRPS1
0.82,ESR1,GRHL2
0.82,ESR1,TRMT1L
0.82,ESR1,CAMSAP3
0.82,ESR1,SLAIN2
0.82,ESR1,ASPH
0.82,ESR1,PRMT5
0.82,ESR1,TAF4
0.82,ESR1,AURKA
0.82,ESR1,SPRR2A
0.82,ESR1,SLC25A13
0.82,ESR1,SLC25A3
0.82,ESR1,PURA
0.82,ESR1,ZMYND8
0.82,ESR1,DIMT1
0.82,ESR1,KLF4
0.82,ESR1,TRIM33
0.82,ESR1,MAP7
0.82,ESR1,USP10
0.82,ESR1,BMS1
0.82,ESR1,CCT5
0.82,ESR1,PRRC2A
0.82,ESR1,PYM1
0.82,ESR1,SQSTM1
0.82,ESR1,SGPL1
0.82,ESR1,PARN
0.83,ESR1,GREB1L
0.82,ESR1,CTBP1
0.82,ESR1,PABPC4
0.82,ESR1,WDR77
0.82,ESR1,SNRPE
0.82,ESR1,CNBP
0.82,ESR1,SLC25A11
0.82,ESR1,RSBN1
0.83,ESR1,SART3
0.84,ESR1,USP7
0.82,ESR1,OTUD4
0.82,ESR1,DNAJC21
0.82,ESR1,RBM33
0.82,ESR1,TSPYL1
0.82,ESR1,MOV10
0.82,ESR1,PURB
0.82,ESR1,YME1L1
0.82,ESR1,DRG1
0.82,ESR1,HSD17B10
0.82,ESR1,PRPF31
0.82,ESR1,DHX57
0.82,ESR1,MAP4
0.83,ESR1,NAP1L1
0.82,ESR1,ZNF598
0.82,ESR1,ZNF217
0.82,ESR1,CCT6A
0.82,ESR1,HIST1H3A
0.82,ESR1,LGALS3
0.82,ESR1,CTBP2
0.87,ESR2,MAD2L1
0.85,ESR2,STAT5A
0.88,ESR2,PELP1
0.84,ESR2,CALM1
0.8,ESR2,SP1
0.89,ESR2,ESR2
0.77,ESR2,PPARGC1A
0.77,ESR2,AKAP13
0.77,ESR2,PIAS3
0.88,ESR2,NRIP1
0.9,ESR2,ESR1
0.87,ESR2,MED12
0.88,ESR2,MED14
0.88,ESR2,MED23
0.88,ESR2,MED24
0.88,ESR2,MED16
0.89,ESR2,MED17
0.87,ESR2,MED6
0.87,ESR2,MED20
0.83,ESR2,UBE3A
0.87,ESR2,PSMC5
0.83,ESR2,ACTN1
0.77,ESR2,AKAP8
0.83,ESR2,COPG2
0.77,ESR2,EPS15L1
0.77,ESR2,RPL36AL
0.82,ESR2,GTF3C1
0.77,ESR2,RRP1B
0.82,ESR2,PREPL
0.83,ESR2,MRPS9
0.77,ESR2,SMN1
0.77,ESR2,LRRC59
0.77,ESR2,NOLC1
0.77,ESR2,LACTB
0.82,ESR2,FLG
0.77,ESR2,ZC3H18
0.77,ESR2,GTF3C4
0.85,ESR2,PTCD3
0.77,ESR2,WDR18
0.85,ESR2,SRRM2
0.77,ESR2,FXR2
0.77,ESR2,MYO1D
0.77,ESR2,SURF6
0.77,ESR2,GTF3C2
0.83,ESR2,NUP205
0.83,ESR2,PSMD1
0.77,ESR2,PURB
0.77,ESR2,RPS27L
0.77,ESR2,MRPS22
0.77,ESR2,KANK2
0.77,ESR2,RFC2
0.77,ESR2,RFC4
0.77,ESR2,SMARCA5
0.82,ESR2,SF3B3
0.77,ESR2,SENP3
0.82,ESR2,PABPC3
0.77,ESR2,PWP1
0.84,ESR2,MYLK2
0.84,ESR2,HSPA8
0.82,ESR2,VIM
0.83,ESR2,COPB2
0.77,ESR2,SPOUT1
0.77,ESR2,MLLT1
0.82,ESR2,TOGARAM1
0.77,ESR2,RRP1
0.77,ESR2,UBN1
0.77,ESR2,MED4
0.77,ESR2,SHROOM3
0.84,ESR2,RPS18
0.77,ESR2,GSN
0.77,ESR2,GTF3C3
0.84,ESR2,RPS4X
0.84,ESR2,HIST4H4
0.84,ESR2,RPS26
0.77,ESR2,RPL23
0.77,ESR2,NEBL
0.84,ESR2,ACTB
0.77,ESR2,MYL6
0.84,ESR2,RPS3
0.77,ESR2,POLR1E
0.78,ESR2,MSH2
0.83,ESR2,EP300
0.86,ESR2,NCOA2
0.83,ESR2,TRIP4
0.84,ESR2,TRAM1
0.82,ESR2,EIF3I
0.83,ESR2,SRSF2
0.83,ESR2,SRSF5
0.82,ESR2,EEF1G
0.82,ESR2,DLAT
0.82,ESR2,P4HB
0.82,ESR2,OGDH
0.82,ESR2,MRPL38
0.82,ESR2,PPP1CA
0.82,ESR2,PCBP3
0.82,ESR2,HADHA
0.82,ESR2,EPRS
0.82,ESR2,CAPZA1
0.82,ESR2,TMF1
0.82,ESR2,PSMD2
0.82,ESR2,PPP6C
0.82,ESR2,MIA3
0.82,ESR2,PSMC2
0.82,ESR2,CCT6A
0.82,ESR2,CAPZA2
0.86,ESR2,MYH9
0.82,ESR2,PSMC6
0.82,ESR2,PSMB6
0.82,ESR2,PSMD11
0.82,ESR2,GORASP1
0.82,ESR2,CNP
0.82,ESR2,NFKB2
0.82,ESR2,SEC13
0.82,ESR2,PSMD13
0.82,ESR2,SEC22B
0.82,ESR2,PSMD4
0.82,ESR2,LOC100290337
0.82,ESR2,TCP1
0.82,ESR2,CCT7
0.82,ESR2,PI4KA
0.82,ESR2,RPS12
0.82,ESR2,MCM2
0.82,ESR2,CCT3
0.87,ESR2,PRMT5
0.82,ESR2,SART3
0.82,ESR2,SUPT6H
0.82,ESR2,CTNNA2
0.86,ESR2,PLEC
0.82,ESR2,POLDIP2
0.82,ESR2,EEF1A1
0.87,ESR2,FOXO3
0.82,ESR2,CYSRT1
0.82,ESR2,RAN
0.78,ESR2,CCDC62
0.76,ESR2,EGFR
0.82,ESRP1,RBPMS
0.82,ESRP1,THUMPD3
0.82,ESRP1,RGPD3
0.82,ESRP1,ZNF703
0.82,ESRP1,RGPD8
0.82,ESRP1,RGPD6
0.82,ESRP1,ATXN2
0.87,ESRP1,RBPMS2
0.82,ESRP1,HELZ
0.82,ESRP1,GPATCH8
0.88,ESRRA,NCOA1
0.9,ESRRA,PPARGC1A
0.86,ESRRA,ESRRG
0.78,ESRRA,NRIP1
0.82,ESRRA,PIAS4
0.82,ESRRA,SRC
0.8,ESRRA,SIRT1
0.82,ESRRB,ESRRG
0.87,ESRRG,NCOA1
0.79,ESRRG,NRIP1
0.79,ESRRG,PNRC2
0.82,ESRRG,PROX1
0.97,ESRRG,ESRRG
0.87,ESS2,PRPF19
0.82,ESS2,GALC
0.82,ESS2,HSPA8
0.82,ESS2,PPP3CC
0.82,ESS2,PPP3R1
0.82,ESS2,ACADS
0.82,ESS2,NXF1
0.84,ESYT1,ESYT2
0.86,ESYT2,ESYT2
0.78,ETAA1,ATRIP
0.78,ETAA1,ATR
0.96,ETF1,GSPT2
0.9,ETF1,KEAP1
0.96,ETF1,GSPT1
0.79,ETF1,UPF1
0.96,ETFA,ETFB
0.87,ETFA,C8orf82
0.87,ETFA,ETFRF1
0.82,ETFA,NIT1
0.86,ETFA,ATP5F1A
0.82,ETFA,HINT2
0.82,ETFA,CRYZ
0.82,ETFB,PLCH1
0.82,ETFB,PRKAR1B
0.82,ETFB,GMCL1
0.82,ETFB,AKAP11
0.82,ETFB,DSN1
0.82,ETFB,KNL1
0.82,ETFB,CRYZ
0.82,ETFRF1,KLHL22
0.82,ETFRF1,CCZ1
0.85,ETFRF1,ETFB
0.83,ETFRF1,NT5DC2
0.82,ETFRF1,SPATA20
0.82,ETFRF1,NADK2
0.89,ETHE1,RELA
0.82,ETNK2,RAB11B
0.82,ETNPPL,ZC3HC1
0.89,ETS1,SP100
0.85,ETS1,SRC
0.87,ETS1,CREBBP
0.78,ETS1,NFKB1
0.82,ETS1,PIAS4
0.78,ETS1,PARP1
0.84,ETS1,TDP2
0.78,ETS1,XRCC6
0.82,ETS2,CREBBP
0.84,ETS2,NR3C1
0.85,ETS2,ETS1
0.88,ETS2,TP53
0.76,ETS2,NFE2L2
0.83,ETV1,STK40
0.83,ETV1,DET1
0.78,ETV1,NFE2L2
0.84,ETV4,EP300
0.83,ETV4,STK11
0.79,ETV4,NFE2L2
0.88,ETV5,AR
0.89,ETV5,COP1
0.82,ETV5,UBE2E3
0.83,ETV5,STK40
0.83,ETV5,DET1
0.79,ETV6,FLI1
0.78,ETV6,HDAC9
0.89,ETV6,UBE2I
0.82,ETV6,SIN3A
0.88,ETV6,ETV6
0.76,ETV6,GRB2
0.83,ETV6,LRP6
0.83,ETV6,LRP5
0.83,ETV6,NID2
0.79,ETV6,NFE2L2
0.83,ETV7,PDLIM7
0.87,ETV7,ETV6
0.83,EVA1C,PDZD8
0.82,EVA1C,EPHX1
0.83,EVA1C,SPTLC2
0.83,EVA1C,GRAMD1C
0.83,EVA1C,RETSAT
0.83,EVA1C,TYW1
0.83,EVA1C,DHRS7
0.82,EVA1C,SLC39A3
0.83,EVA1C,PIGA
0.83,EVA1C,TMEM192
0.83,EVA1C,SLC27A6
0.83,EVA1C,NRP1
0.83,EVA1C,CTDNEP1
0.82,EVA1C,DNAJC1
0.83,EVA1C,POLR3A
0.83,EVA1C,PNPLA6
0.83,EVA1C,PNMA2
0.82,EVA1C,VTI1B
0.83,EVA1C,ATP2A3
0.83,EVA1C,BMPR1B
0.83,EVA1C,SACM1L
0.83,EVA1C,KIDINS220
0.83,EVA1C,UPK3BL1
0.83,EVA1C,TSPAN6
0.82,EVI2A,DOK2
0.82,EVI2A,FGFR1
0.82,EVI2A,ARL6IP5
0.83,EVI2A,GOPC
0.82,EVI2A,NCEH1
0.87,EVI5,PLK1
0.82,EVI5,REP15
0.88,EVL,PFN2
0.85,EVL,SRC
0.89,EVL,APBB1
0.84,EVL,DNMBP
0.87,EVL,SPTAN1
0.82,EVL,ETFRF1
0.82,EVL,ENDOG
0.82,EVL,TACC3
0.82,EVL,LETMD1
0.82,EVL,UBP1
0.82,EVL,DDX49
0.82,EVL,FBLIM1
0.82,EVL,EXD2
0.82,EVL,RPL23
0.82,EVL,TRMT61A
0.82,EVL,TRAF7
0.82,EWSR1,PCBP1
0.89,EWSR1,EWSR1
0.83,EWSR1,VPS72
0.87,EWSR1,ZNF165
0.83,EWSR1,WWP2
0.83,EWSR1,CUEDC2
0.83,EWSR1,MRPS18B
0.83,EWSR1,CFDP1
0.83,EWSR1,CPSF7
0.83,EWSR1,RPL31
0.88,EWSR1,FUS
0.82,EWSR1,HNRNPUL1
0.82,EWSR1,EZH2
0.82,EWSR1,SUZ12
0.82,EWSR1,CDK12
0.87,EWSR1,PRMT1
0.78,EWSR1,TAF15
0.82,EWSR1,SAP30BP
0.82,EWSR1,HDAC2
0.82,EWSR1,TFG
0.82,EWSR1,HNRNPA3
0.82,EWSR1,AKAP8
0.82,EWSR1,KHDRBS1
0.82,EWSR1,ILF2
0.82,EWSR1,HNRNPD
0.86,EWSR1,MAPT
0.78,EWSR1,ARID1A
0.82,EWSR1,UBE2M
0.78,EWSR1,SMARCC1
0.82,EWSR1,SNRPA
0.78,EWSR1,SMARCC2
0.82,EWSR1,SRSF3
0.82,EWSR1,SRSF1
0.82,EWSR1,SRSF7
0.82,EWSR1,EIF4H
0.86,EXD2,CLPX
0.76,EXO1,MSH3
0.88,EXO1,PMS2
0.9,EXO1,MSH2
0.9,EXO1,MLH1
0.84,EXO1,YWHAE
0.84,EXO1,YWHAZ
0.88,EXO1,YWHAB
0.82,EXOC1,DST
0.83,EXOC1,DISC1
0.82,EXOC1,KDM1A
0.82,EXOC1,SFR1
0.82,EXOC1,SRGAP2
0.82,EXOC1,CCDC93
0.89,EXOC1,KIF5A
0.82,EXOC1,SYBU
0.82,EXOC1,CCDC88A
0.82,EXOC1,LUC7L2
0.89,EXOC1,SNAPIN
0.89,EXOC1,EXOC3
0.9,EXOC1,EXOC2
0.82,EXOC1,BLOC1S2
0.87,EXOC1,RABEP2
0.82,EXOC1,JUN
0.82,EXOC1,KIF5B
0.82,EXOC1,KIF5C
0.87,EXOC1,TRIM32
0.82,EXOC1,CAVIN1
0.82,EXOC1,PCNT
0.82,EXOC1,NDC80
0.82,EXOC1,TNIP1
0.87,EXOC1,EXOC5
0.82,EXOC1,FKBP15
0.87,EXOC1,EXOC7
0.87,EXOC1,EIPR1
0.82,EXOC1,TUFT1
0.82,EXOC1,USP4
0.87,EXOC1,EXOC6B
0.82,EXOC1,PHF21A
0.82,EXOC1,CCDC6
0.82,EXOC1,ARHGEF7
0.87,EXOC1,KXD1
0.82,EXOC1,RABEP1
0.82,EXOC1,ZWINT
0.82,EXOC1,GIT2
0.82,EXOC1,POTEE
0.82,EXOC1,RABGAP1L
0.82,EXOC1,GOLGA5
0.82,EXOC1,CLOCK
0.82,EXOC1,GIT1
0.82,EXOC1,RABGEF1
0.82,EXOC1,VPS50
0.82,EXOC1,BLOC1S4
0.82,EXOC1,VPS53
0.82,EXOC1,SIKE1
0.82,EXOC1,STRN3
0.87,EXOC1,CCHCR1
0.82,EXOC1,THAP11
0.87,EXOC1,GRIPAP1
0.82,EXOC1,VPS51
0.97,EXOC2,RALA
0.87,EXOC2,SERGEF
0.99,EXOC2,EXOC3
0.9,EXOC2,EXOC8
0.87,EXOC2,RALB
0.96,EXOC2,EXOC6
0.94,EXOC2,EXOC5
0.96,EXOC3,EXOC5
0.99,EXOC3,EXOC4
0.94,EXOC3,EXOC6
0.87,EXOC3,EXOC8
0.89,EXOC3,EXOC7
0.82,EXOC3,IFT20
0.82,EXOC3,KLC1
0.82,EXOC3,KXD1
0.83,EXOC3,EXOC6B
0.82,EXOC3,KLC2
0.82,EXOC3,CCDC136
0.82,EXOC3,KIF3A
0.82,EXOC3,PKD2
0.82,EXOC3,MACROD1
0.82,EXOC3,KIZ
0.82,EXOC3,GCC2
0.82,EXOC3,TRIP11
0.82,EXOC3,SCLT1
0.82,EXOC3,RGPD6
0.82,EXOC3,PIBF1
0.82,EXOC3L2,MIPEP
0.82,EXOC3L2,SIAH1
0.79,EXOC4,DLG3
0.88,EXOC4,DLG4
0.87,EXOC4,DTNBP1
0.9,EXOC4,EXOC1
0.96,EXOC4,EXOC2
0.94,EXOC4,EXOC5
0.96,EXOC4,EXOC6
0.89,EXOC5,ARF6
0.89,EXOC5,EXOC8
0.87,EXOC5,EXOC7
0.82,EXOC5,KXD1
0.99,EXOC5,EXOC6
0.96,EXOC5,EXOC6B
0.79,EXOC5,RAB8A
0.89,EXOC6,EXOC8
0.82,EXOC6,VPS53
0.82,EXOC6,CARD19
0.87,EXOC6,EXOC1
0.82,EXOC6,RAP1A
0.89,EXOC6B,EXOC8
0.82,EXOC6B,EXOC2
0.82,EXOC6B,EXOC4
0.77,EXOC7,RHOQ
0.88,EXOC7,EXOC2
0.9,EXOC7,EXOC4
0.83,EXOC7,IFT20
0.83,EXOC7,DISC1
0.83,EXOC7,KXD1
0.89,EXOC7,EXOC8
0.87,EXOC7,EXOC6B
0.89,EXOC7,EXOC6
0.86,EXOC8,RALA
0.88,EXOC8,USHBP1
0.9,EXOC8,RALB
0.86,EXOC8,BECN1
0.89,EXOC8,EXOC4
0.86,EXOC8,WASHC1
0.82,EXOC8,SLC27A2
0.82,EXOC8,PPFIA1
0.82,EXOC8,OCIAD1
0.82,EXOC8,EHD4
0.82,EXOC8,BNIP1
0.87,EXOC8,EXOC1
0.82,EXOC8,SH3BP1
0.82,EXOC8,EHD1
0.82,EXOC8,LRRC41
0.9,EXOSC1,EXOSC9
0.9,EXOSC1,EXOSC7
0.9,EXOSC1,EXOSC5
0.9,EXOSC1,EXOSC4
0.89,EXOSC1,EXOSC8
0.78,EXOSC1,MAST1
0.89,EXOSC1,EXOSC10
0.83,EXOSC1,C1D
0.88,EXOSC1,MPHOSPH6
0.82,EXOSC1,MTREX
0.83,EXOSC1,ZCCHC8
0.82,EXOSC1,KCTD10
0.82,EXOSC1,PTAR1
0.82,EXOSC1,BTBD9
0.96,EXOSC10,DIS3
0.9,EXOSC10,EXOSC8
0.9,EXOSC10,EXOSC7
0.86,EXOSC10,UPF2
0.89,EXOSC10,EXOSC6
0.9,EXOSC10,MPHOSPH6
0.82,EXOSC10,EXOSC10
0.9,EXOSC10,C1D
0.82,EXOSC10,UTP14A
0.82,EXOSC10,ZCCHC8
0.96,EXOSC2,EXOSC5
0.89,EXOSC2,EXOSC1
0.96,EXOSC2,EXOSC10
0.96,EXOSC2,EXOSC3
0.9,EXOSC2,MPHOSPH6
0.82,EXOSC2,PRC1
0.82,EXOSC2,NCL
0.99,EXOSC3,EXOSC4
0.89,EXOSC3,EXOSC8
0.82,EXOSC3,EXOSC3
0.89,EXOSC3,EXOSC6
0.89,EXOSC3,EXOSC1
0.89,EXOSC3,MPHOSPH6
0.96,EXOSC3,EXOSC10
0.95,EXOSC3,DIS3
0.87,EXOSC3,DIS3L
0.89,EXOSC3,EXOSC7
0.83,EXOSC3,MLLT3
0.83,EXOSC3,ZCCHC8
0.85,EXOSC3,HBS1L
0.83,EXOSC3,RBM7
0.83,EXOSC3,COL4A3BP
0.83,EXOSC3,C1D
0.83,EXOSC3,MTREX
0.79,EXOSC4,SKIV2L
0.99,EXOSC4,EXOSC2
0.96,EXOSC4,EXOSC10
0.89,EXOSC4,EXOSC4
0.96,EXOSC4,EXOSC5
0.89,EXOSC4,DIS3L
0.88,EXOSC4,MPHOSPH6
0.82,EXOSC4,UTP3
0.79,EXOSC4,RPL37A
0.96,EXOSC5,EXOSC10
0.96,EXOSC5,EXOSC3
0.82,EXOSC5,WDR75
0.83,EXOSC5,C1D
0.85,EXOSC5,MPHOSPH6
0.89,EXOSC6,EXOSC2
0.89,EXOSC6,EXOSC9
0.84,EXOSC6,EXOSC8
0.89,EXOSC6,EXOSC7
0.89,EXOSC6,EXOSC4
0.88,EXOSC6,EXOSC5
0.88,EXOSC6,EXOSC1
0.9,EXOSC7,EXOSC2
0.88,EXOSC7,DIS3
0.9,EXOSC7,EXOSC9
0.88,EXOSC7,EXOSC8
0.9,EXOSC7,EXOSC4
0.88,EXOSC7,EXOSC5
0.83,EXOSC7,C1D
0.85,EXOSC7,HBS1L
0.88,EXOSC7,MPHOSPH6
0.83,EXOSC7,ZCCHC8
0.83,EXOSC7,ZFC3H1
0.83,EXOSC7,USP30
0.89,EXOSC8,EXOSC2
0.88,EXOSC8,DIS3
0.88,EXOSC8,EXOSC9
0.89,EXOSC8,EXOSC4
0.89,EXOSC8,EXOSC5
0.83,EXOSC8,ZCCHC8
0.83,EXOSC8,C1D
0.87,EXOSC8,RBM7
0.88,EXOSC8,MPHOSPH6
0.85,EXOSC8,HBS1L
0.83,EXOSC8,PXN
0.97,EXOSC9,EXOSC2
0.96,EXOSC9,DIS3
0.97,EXOSC9,EXOSC4
0.96,EXOSC9,EXOSC5
0.96,EXOSC9,EXOSC3
0.9,EXOSC9,EXOSC10
0.83,EXOSC9,C1D
0.85,EXOSC9,MPHOSPH6
0.85,EXOSC9,HBS1L
0.85,EXT1,EXT1
0.76,EXT1,CNTF
0.76,EXT1,OSTF1
0.84,EXT2,EXT2
0.95,EXT2,EXT1
0.76,EXT2,STK16
0.76,EXT2,SNCG
0.76,EXT2,HYOU1
0.76,EXT2,CNTF
0.76,EXT2,ELOC
0.76,EXT2,RPS29
0.76,EXT2,CRB1
0.82,EXT2,RBFA
0.82,EXT2,ATE1
0.82,EXT2,INVS
0.82,EXT2,NOP9
0.82,EXT2,TTC19
0.82,EXT2,USP30
0.82,EXT2,CUX1
0.82,EXT2,AFAP1
1,EYA1,SIX1
0.98,EYA1,SIX2
0.82,EYA1,COL4A3BP
0.82,EYA1,PTPN9
0.79,EYA1,SIX4
0.93,EYA2,SIX4
0.79,EYA2,RBPMS
0.88,EYA2,GNAZ
0.87,EYA2,GNAI2
0.82,EYA2,BAG3
0.79,EYA2,ACAD9
0.93,EYA3,SIX2
0.91,EYA3,SIX5
0.93,EYA4,SIX1
0.92,EYA4,SIX2
0.83,EYA4,DCTPP1
0.88,EYA4,SIX4
0.94,EZH1,SUZ12
0.89,EZH1,RBBP4
0.83,EZH1,RBBP7
0.83,EZH1,MTF2
0.9,EZH2,VAV1
0.9,EZH2,ATRX
0.96,EZH2,HDAC1
0.9,EZH2,SUZ12
0.82,EZH2,POLA2
0.89,EZH2,PHF1
0.82,EZH2,GTF3C1
0.82,EZH2,WDR61
0.87,EZH2,HDAC2
0.88,EZH2,SNAI1
0.89,EZH2,JARID2
0.83,EZH2,MTF2
0.95,EZH2,RBBP4
0.84,EZH2,HIST1H3A
0.79,EZH2,CTNNB1
0.77,EZH2,MYC
0.82,EZH2,HDAC3
0.77,EZH2,BMI1
0.76,EZH2,SUV39H1
0.83,EZH2,PRMT5
0.84,EZH2,LOC100290337
0.86,EZH2,RBX1
0.88,EZH2,H3F3A
0.87,EZH2,AEBP2
0.76,EZH2,HIST1H2AE
0.83,EZH2,LCOR
0.87,EZH2,RBBP7
0.86,EZH2,TRIM28
0.83,EZH2,H2AFY
0.87,EZH2,EPOP
0.82,EZH2,MKRN2
0.82,EZH2,CENPV
0.82,EZH2,HUWE1
0.82,EZH2,EHMT2
0.83,EZH2,CHD4
0.83,EZH2,SIN3A
0.84,EZH2,MYCN
0.76,EZR,ACTC1
0.9,EZR,EZR
0.76,EZR,ACTB
0.89,EZR,CD44
0.86,EZR,FADD
0.84,EZR,AHNAK
0.84,EZR,ERBB2
